PTC11,PTC24,timestamp,SEG
85.55698,91.83123,1668025555,3
84.6562,90.73075,1668025615,3
83.65533,89.530235,1668025675,3
82.85463,88.5298,1668025735,3
81.95385,87.529366,1668025795,3
80.95298,86.52893,1668025855,3
80.05219,85.528496,1668025915,3
79.05132,84.52805,1668025975,3
78.15054,83.62766,1668026035,3
77.14967,82.52718,1668026095,3
76.1488,81.62679,1668026155,3
75.24802,80.62636,1668026215,3
74.44732,79.72597,1668026275,3
73.54654,78.82558,1668026335,3
72.74584,77.925186,1668026395,3
71.84506,77.024796,1668026455,3
71.044365,76.124405,1668026515,3
70.14358,75.12397,1668026575,3
69.34289,74.32362,1668026635,3
68.54219,73.423225,1668026695,3
67.74149,72.62288,1668026755,3
67.040886,71.82253,1668026815,3
66.34027,70.92214,1668026875,3
65.53958,70.121796,1668026935,3
64.83897,69.32144,1668026995,3
64.03828,68.521095,1668027055,3
63.337666,67.82079,1668027115,3
62.73714,67.02045,1668027175,3
62.036533,66.32014,1668027235,3
61.335926,65.51979,1668027295,3
60.7354,64.81949,1668027355,3
60.13488,64.11919,1668027415,3
59.434273,63.418877,1668027475,0
58.833748,62.718575,1668027535,0
58.233227,62.01827,1668027595,0
57.632706,61.418007,1668027655,0
57.032185,60.81775,1668027715,0
56.53175,60.117443,1668027775,0
55.931225,59.51718,1668027835,0
55.43079,58.91692,1668027895,0
54.930355,58.31666,1668027955,0
54.42992,57.616356,1668028015,0
53.929485,57.216183,1668028075,0
53.529137,56.715965,1668028135,0
53.228878,56.215748,1668028195,0
52.82853,55.71553,1668028255,0
